source_id,target_id,relationship_type,strength,co_mention_count,roles
5a7b47d8-82f4-476a-8252-55dd5e74078c,652b17e7-8f9c-41c3-a4e5-d279eccc16b9,co_mentioned,0.1,1,subject|object
652b17e7-8f9c-41c3-a4e5-d279eccc16b9,fb50427c-e0c7-4cdd-9c5d-54c6fcb7660d,co_mentioned,0.1,1,subject|object
0f49fde4-5ce4-419c-9198-eb7cb2690453,c4db3a82-f29e-4cb0-ad80-e71796ce02b3,co_mentioned,0.2,2,subject|location
ab93f96f-70b6-45bf-bcc6-63987d64b79e,c4db3a82-f29e-4cb0-ad80-e71796ce02b3,co_mentioned,0.2,2,subject|location
0f49fde4-5ce4-419c-9198-eb7cb2690453,193f4769-6fe4-4912-bad1-76edc2c6d5fb,co_mentioned,0.2,2,subject|location
45462f64-6675-4dde-a286-6d3c7afc7a86,45462f64-6675-4dde-a286-6d3c7afc7a86,related_to,0.5,1,Jeffrey Epstein's ability to cultivate relationships within Bear Stearns aided his rise within the firm.
4400ab38-cbcb-456b-96dd-ebb4a60322de,4400ab38-cbcb-456b-96dd-ebb4a60322de,related_to,0.5,1,JPMorgan Chase flagged over $1 billion in suspicious transactions linked to Epstein between 2003 and 2019.
aa5a9a92-c5b9-46cc-bdb0-c005ab9dec0b,aa5a9a92-c5b9-46cc-bdb0-c005ab9dec0b,related_to,0.5,1,"The relationship between Les Wexner and Jeffrey Epstein evolved from a professional arrangement (financial advisor) to a close personal and professional relationship, including power of attorney and trusteeship."
5624f32d-8023-4c51-bfc4-aa92f5bc6124,5624f32d-8023-4c51-bfc4-aa92f5bc6124,related_to,0.5,1,"Jeffrey Epstein was a consultant for Steven Hoffenberg at Towers Financial, assisting in financial fraud."
680678b0-c0e3-4b31-a8f0-ab76c7ad7a44,680678b0-c0e3-4b31-a8f0-ab76c7ad7a44,related_to,0.5,1,"Jeffrey Epstein's firm, J. Epstein & Company, managed assets for Leslie Wexner, the chairman and CEO of L Brands (Victoria's Secret), for approximately 20 years."
8074a794-5da4-4e79-ac8e-8bac35b854c6,8074a794-5da4-4e79-ac8e-8bac35b854c6,related_to,0.5,1,Jeffrey Epstein had a financial relationship with JPMorgan Chase and Deutsche Bank.
64b561cd-58ac-473d-9b29-3add57e20851,64b561cd-58ac-473d-9b29-3add57e20851,related_to,0.5,1,Jeffrey Epstein had a financial relationship with Bill Clinton through campaign donations.
